model,k,topK,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50,metric
KNN,90,"[5, 10, 15, 20, 50]","[0.0575, 0.0027]","[0.0544, 0.0022]","[0.0521, 0.002]","[0.0618, 0.0036]","[0.044, 0.0013]","[0.1357, 0.0037]","[0.0504, 0.0019]","[0.0467, 0.0016]","[0.0441, 0.0014]","[0.0564, 0.0027]","[0.0352, 0.0009]","[0.0531, 0.0025]","[0.0784, 0.004]","[0.1084, 0.0046]","[0.1351, 0.0052]","[0.0452, 0.003]","[0.2595, 0.0071]","['R-Precision', 'NDCG', 'Precision', 'Recall', 'MAP']"
