model,k,topK,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50,metric
KNN,90,"[5, 10, 15, 20, 50]","[0.0848, 0.0034]","[0.0798, 0.0029]","[0.0762, 0.0025]","[0.0927, 0.0044]","[0.0638, 0.0018]","[0.1588, 0.0039]","[0.0732, 0.0025]","[0.0682, 0.0021]","[0.0638, 0.0018]","[0.0839, 0.0034]","[0.0498, 0.0012]","[0.0721, 0.0027]","[0.0847, 0.0039]","[0.1156, 0.0044]","[0.1421, 0.0049]","[0.0499, 0.0029]","[0.269, 0.0067]","['R-Precision', 'NDCG', 'Precision', 'Recall', 'MAP']"
