model,k,topK,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50,metric
KNN,90,"[5, 10, 15, 20, 50]","[0.057, 0.0027]","[0.0538, 0.0022]","[0.0515, 0.002]","[0.0611, 0.0036]","[0.0438, 0.0014]","[0.1344, 0.0037]","[0.0502, 0.0019]","[0.046, 0.0016]","[0.0434, 0.0014]","[0.0565, 0.0028]","[0.0352, 0.0009]","[0.0526, 0.0025]","[0.0785, 0.004]","[0.1069, 0.0046]","[0.1329, 0.0052]","[0.0459, 0.0031]","[0.2584, 0.0071]","['R-Precision', 'NDCG', 'Precision', 'Recall', 'MAP']"
