model,rank,lambda,epoch,corruption,topK,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50,metric
VAE-CF,200,0.001,300,0.5,"[5, 10, 15, 20, 50]","[0.0582, 0.0026]","[0.0556, 0.0022]","[0.0537, 0.0019]","[0.0617, 0.0034]","[0.0464, 0.0013]","[0.1432, 0.0036]","[0.0524, 0.0019]","[0.0491, 0.0016]","[0.0467, 0.0014]","[0.0587, 0.0027]","[0.0381, 0.0009]","[0.0536, 0.0024]","[0.0842, 0.0041]","[0.1152, 0.0047]","[0.1428, 0.0052]","[0.0479, 0.0031]","[0.2769, 0.0071]","['R-Precision', 'NDCG', 'Precision', 'Recall', 'MAP']"
